#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Host organism	Identification method participant A	Identification method participant B
uniprot:Q9Z1027	uniprot:F1LNJ2	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q6NZY0|uniprot:Q8NBE6|uniprot:Q96IF2|uniprot:Q6PX59|uniprot:Q9H7S0|uniprot:O75643|uniprot:O94884	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732365	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1028	uniprot:P62762	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:P28677|uniprot:P29103|uniprot:P42323|uniprot:P62760|uniprot:D6W515|uniprot:Q9UM20	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732366	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1029	uniprot:Q9Z142	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q9H953|uniprot:B3KSS8|uniprot:P57088	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732367	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1030	uniprot:P49432	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q9BQ27|uniprot:B4DDD7|uniprot:B2R7L0|uniprot:Q9UFK3|uniprot:Q6FH45|uniprot:P11177	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732368	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1031	uniprot:A0A0G2JXW4	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q9BQ27|uniprot:B4DDD7|uniprot:B2R7L0|uniprot:Q9UFK3|uniprot:Q6FH45|uniprot:P11177	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732369	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1032	uniprot:Q3KRD8	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q96TD5|uniprot:P56537|uniprot:B7ZBG9|uniprot:Q6IBN8	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732370	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1037	uniprot:Q62920	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:D6RB78|uniprot:Q5UW38|uniprot:Q96HC4|uniprot:Q56VN4|uniprot:Q8WVK0|uniprot:A8K6F9|uniprot:O60705|uniprot:E9PBF5	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732371	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1042	uniprot:P23514	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q6GTT7|uniprot:P53618|uniprot:D3DQX0|uniprot:Q9UNW7|uniprot:Q9NTK2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732372	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1043	uniprot:Q9ESW0	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q13289|uniprot:Q16531|uniprot:Q58F96|uniprot:A6NG77|uniprot:O15176|uniprot:B2R648|uniprot:B4DG00	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732373	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1044	uniprot:Q6AXS5	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q9Y4S3|uniprot:Q9BUM4|uniprot:Q8WUH0|uniprot:Q8NC51|uniprot:Q9Y367|uniprot:Q5VU19|uniprot:Q96SE2|uniprot:Q5VU20|uniprot:Q9BTY3|uniprot:Q5VU22	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732374	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1045	uniprot:Q08013	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:B4E2P2|uniprot:D3DNK5|uniprot:B2R7D0|uniprot:Q549M4|uniprot:Q9UNL2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732375	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1046	uniprot:D4A404	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:B4E2P2|uniprot:D3DNK5|uniprot:B2R7D0|uniprot:Q549M4|uniprot:Q9UNL2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732376	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1048	uniprot:B5DFN2	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:O43865|uniprot:Q2TAJ6|uniprot:Q5VSM0|uniprot:Q96PK4|uniprot:Q9UG84|uniprot:Q6P171|uniprot:B4E168|uniprot:Q502W8	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732377	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1049	uniprot:Q9JJM9	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q96MY5|uniprot:Q99719|uniprot:O15251	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732378	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1060	uniprot:P14056	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q5H9B3|uniprot:Q5H9B2|uniprot:P10398|uniprot:P07557	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732379	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1061	uniprot:Q9JJ54	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q01858|uniprot:Q9UCE8|uniprot:Q14101|uniprot:Q9UCE9|uniprot:Q14100|uniprot:P07029|uniprot:A8K9J2|uniprot:Q14103|uniprot:Q14102|uniprot:Q4W5A1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732380	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1062	uniprot:A0A0G2JZ52	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q01858|uniprot:Q9UCE8|uniprot:Q14101|uniprot:Q9UCE9|uniprot:Q14100|uniprot:P07029|uniprot:A8K9J2|uniprot:Q14103|uniprot:Q14102|uniprot:Q4W5A1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732381	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1063	uniprot:P11348	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q9H3M5|uniprot:Q53F52|uniprot:P09417|uniprot:A8K158|uniprot:B3KW71	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732382	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1077	uniprot:P63326	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:B2R4E3|uniprot:P46783|uniprot:Q5TZC0	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732383	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1078	uniprot:Q9QZA2	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:C5MQH7|uniprot:Q9BX86|uniprot:Q9UKL5|uniprot:Q8WUM4|uniprot:Q9P2H2|uniprot:Q9NUN0|uniprot:E9PFU1|uniprot:Q6NUS1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732384	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1079	uniprot:P39032	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q9UQF6|uniprot:Q9Y3U8|uniprot:Q6FIG1|uniprot:D6W634|uniprot:B2R4Y1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732385	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1082	uniprot:P31044	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:P30086|uniprot:B2R4S1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732386	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1083	uniprot:Q62915	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:A6NES1|uniprot:Q17RI4|uniprot:B7ZKY0|uniprot:O43215|uniprot:Q66T42|uniprot:Q59HA0|uniprot:Q5VT19|uniprot:Q5VT18|uniprot:O14936|uniprot:Q5VT17|uniprot:Q5VT16|uniprot:Q9BYH6|uniprot:Q9NYB3|uniprot:Q9NYB2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732387	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1091	uniprot:O35824	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:B2R7L7|uniprot:O60884|uniprot:O14711	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732388	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1092	uniprot:P05708	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:O75574|uniprot:Q9NNZ4|uniprot:Q96HC8|uniprot:E9PCK0|uniprot:P19367|uniprot:O43444|uniprot:Q9NNZ5|uniprot:Q5VTC3|uniprot:O43443	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732389	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1093	uniprot:Q63507	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:Q9BYF6|uniprot:Q9BSB8|uniprot:P50914|uniprot:Q45RF0|uniprot:Q8TBD5|uniprot:Q53G20|uniprot:Q9BW65|uniprot:Q92579|uniprot:Q96GR0|uniprot:Q8WUT0	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732390	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1095	uniprot:Q9JI85	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:A8K642|uniprot:D3DQX5|uniprot:V9HW75|uniprot:Q8NFT5|uniprot:P80303	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732391	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q9Z1096	uniprot:A0A0G2K7B3	uniprot:O95845|uniprot:Q5VYT8|uniprot:O75580|uniprot:Q99454|uniprot:Q4VXR6|uniprot:Q96J59|uniprot:Q4VXP4|uniprot:O43796|uniprot:O43526	uniprot:A8K642|uniprot:D3DQX5|uniprot:V9HW75|uniprot:Q8NFT5|uniprot:P80303	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732392	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat brain lysate	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:P15924	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:D7RX09|uniprot:Q9UHN4|uniprot:O75993|uniprot:Q14189|uniprot:P15924|uniprot:B2RTT2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732393	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:P35580	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9BWG0|uniprot:P35580|uniprot:Q4LE45|uniprot:B2RWP9|uniprot:F8VTL3|uniprot:Q6PK16|uniprot:Q16087|uniprot:Q12989|uniprot:Q149N4|uniprot:Q149N3|uniprot:D3DTS1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732394	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q15149	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q16640|uniprot:Q6S381|uniprot:Q6S380|uniprot:Q6S383|uniprot:Q6S382|uniprot:Q6S376|uniprot:Q6S377|uniprot:Q6S378|uniprot:Q6S379|uniprot:Q15148|uniprot:Q15149	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732395	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:A0A0D9SGF6	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q16640|uniprot:Q6S381|uniprot:Q6S380|uniprot:Q6S383|uniprot:Q6S382|uniprot:Q6S376|uniprot:Q6S377|uniprot:Q6S378|uniprot:Q6S379|uniprot:Q15148|uniprot:Q15149	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732396	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q13085	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q86WB2|uniprot:Q7Z563|uniprot:Q7Z564|uniprot:Q13085|uniprot:Q7Z561|uniprot:B2ZZ90|uniprot:B2RP68|uniprot:Q6KEV6|uniprot:Q6XDA8|uniprot:Q7Z2G8|uniprot:Q86WB3	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	732397	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
